#,dist(asec)identifier,typcoord1(ICRS,",J2000/2000)",plx,radvel,redshift,cz,,MagU,MagB,MagV,MagR,MagG,MagI,spec.type,,#bib#,not
196,307.262MASSJ11054599-5847277,X166.44162-58.791,3,,,,,,,,,,,,,,1,0
197,308.73[CLH2011b]211111,*166.2688781572100,-58.74498217,0.283,24.82,0.000083,24.82,,,17.948,16.466,15.661,15.947844,14.906,,,1,0
198,309.89HD96354,*166.3811098210800,-58.62259511,2.0739,,,,,,8.74,8.745,8.761,8.769413,8.712,A0.5IV,,15,0
199,310.00Cl*NGC3532FERN88,*166.5717863407500,-58.73714759,0.3508,-28.97,-0.000097,-28.97,,,,,,10.26076,,,,1,0
200,310.542MASSJ11060956-5838557,*166.5399126183325,-58.64890716,3.0686,7.21,0.000024,7.21,,,15.167,14.236,13.709,14.2199,13.249,,,1,0
201,311.23GaiaDR25340162057273006720,*166.5399431957033,-58.64863793,2.1668,,,,,,,,,15.3852,,,,3,0
202,311.682MASSJ11060099-5837587,*166.5041238140400,-58.63299377,0.3571,,,,,,,,,15.233036,,,,1,0
203,311.922MASSJ11054128-5837122,*166.4220680663700,-58.62006719,2.0659,3.42,0.000011,3.42,,,18.205,16.789,15.947,16.171938,15.107,,,2,0
204,312.38[FRP2000]23,X166.57796-58.684,17,,,,,,,,,,,,,,1,0
205,313.98[CLH2011b]165235,*166.5486211096500,-58.76066896,0.175,1.98,0.000007,1.98,,,17.768,16.382,15.586,15.849262,14.821,,,1,0
206,315.922MASSJ11053477-5837108,*166.3948810600900,-58.61964498,2.095,6.28,0.000021,6.28,,,13.981,13.335,12.963,13.212846,12.594,,,5,0
207,316.74Cl*NGC3532FERN95,*166.5831228821800,-58.69047316,2.0519,4.09,0.000014,4.09,,,,,,11.884373,,,,6,0
208,318.15Cl*NGC3532FERN253,*166.3808944171200,-58.62027131,2.0874,,,,,,9.502,9.417,9.371,9.439559,9.28,,,7,0
209,318.682MASSJ11050040-5843443,*166.2516812070900,-58.72896233,2.1525,7.09,0.000024,7.09,,,20.038,18.543,17.489,17.604656,16.251,,,5,0
210,322.42[CLH2011b]214750,*166.2442449800500,-58.7072651,0.181,-24.12,-0.00008,-24.12,,,17.703,16.339,15.549,15.818266,14.778,,,1,0
211,323.38CPD-574237,*166.3965186441500,-58.61745345,2.0185,,,,,,10.65,10.383,10.238,10.373217,10.043,,,9,0
212,323.692MASSJ11050723-5845434,*166.2801914965000,-58.76205009,2.1346,7.49,0.000025,7.49,,,18.378,16.983,16.123,16.425606,15.238,,,4,0
213,324.42CPD-583101,*166.5466176971300,-58.76643723,2.0579,,,,,,10.673,10.472,10.385,10.468983,10.291,kA2hA4/5mA7,,18,0
214,324.802MASSJ11052299-5847206,*166.3458129473100,-58.78906174,1.9475,,,,,,,,,18.345169,,,,1,0
215,325.272MASSJ11061979-5840459,*166.5824574876700,-58.67942479,1.8673,3.23,0.000011,3.23,,,16.69,15.565,14.932,15.095984,14.324,,,5,0
216,325.95HD96472,*166.5311470824700,-58.63843968,2.0966,,,,,,8.579,8.554,8.546,8.573874,8.505,A0IVn,,25,0
217,326.24GaiaEDR35338664483740086144,*166.2676952346800,-58.6595829,1.873,,,,,,,,,17.772877,,,,3,0
218,327.742MASSJ11051164-5846264,*166.2985484366000,-58.77397966,2.0843,63.19,0.000211,63.2,,,17.806,16.457,15.616,15.910078,14.843,,,1,0
219,328.732MASSJ11060374-5837524,*166.5155981056900,-58.63122108,0.7549,,,,,,,,,14.109663,,,,1,0
220,329.52[CLH2011b]206299,*166.2994299791700,-58.77505794,2.1197,5.36,0.000018,5.36,,,14.666,13.898,13.47,13.723861,13.069,,,5,0
221,329.99Cl*NGC3532FERN92,*166.5931015859100,-58.70485622,0.8449,,,,,,,,,13.052537,,,,2,0
222,330.212MASSJ11052880-5837056,*166.3700437765300,-58.61820595,2.1281,,,,,,,,,14.428814,,,,5,0
223,330.442MASSJ11061780-5839546,*166.5741798307400,-58.66515276,2.1181,8.09,0.000027,8.09,,,16.841,15.668,14.955,15.261456,14.344,,,5,0
224,331.25HD96305,*166.3195729146500,-58.78366408,2.1081,6.7,0.000022,6.7,,,8.557,8.542,8.529,8.5574,8.503,A0/1IV/V,,34,0
225,331.30[FRP2000]9,*166.2912728379700,-58.6417116,2.3427,,,,,,,,,16.873159,,,,1,0
226,332.512MASSJ11054482-5847544,*166.4368008531000,-58.79843741,2.1201,3.2,0.000011,3.2,,,14.977,14.141,13.67,13.94645,13.224,,,5,0
227,332.552MASSJ11053097-5847491,*166.3790952720800,-58.79696081,2.1149,6.69,0.000022,6.69,,,15.362,14.475,13.978,14.259522,13.518,,,6,0
228,332.652MASSJ11045876-5840588,*166.2447692831000,-58.68298745,,-4.02,-0.000013,-4.02,,,19.717,18.276,17.153,17.635553,15.992,,,1,0
229,333.012MASSJ11062009-5844197,*166.5837364091300,-58.7388079,0.2732,15.36,0.000051,15.36,,,17.48,16.146,15.435,15.712223,14.73,,,1,0
230,333.25Cl*NGC3532FERN140,*166.2474709271500,-58.67770233,1.3151,10.8,0.000036,10.8,,,12.15,11.1,10.85,10.792525,,,,2,0
231,334.28[S2000d]NGC353230,X166.5867-58.6781,,,,,,,,,,,,,,,1,0
232,335.262MASSJ11061317-5838507,*166.5548584765800,-58.64740618,2.1753,,,,,,,,,19.256714,,,,1,0
233,335.72Cl*NGC3532FERN241,*166.4720875982000,-58.6179758,2.0863,7.11,0.000024,7.11,,,13.224,12.666,12.337,12.574181,12.012,,,6,0
234,335.86GaiaEDR35340161193942039552,*166.5883961897100,-58.6794426,2.1778,,,,,,,,,17.08954,,,,3,0
235,336.302MASSJ11055870-5847272,*166.4945824251400,-58.79088517,2.147,6.24,0.000021,6.24,,,19.829,18.311,17.29,17.423935,16.11,,,5,0
236,337.53XZLJCar71,?166.5812-58.7453,,,,,,,,,,,,,,,1,0
237,338.342MASSJ11060768-5838035,*166.5320177328100,-58.63431009,0.2833,,,,,,,,,14.678077,,,,1,0
238,338.80Cl*NGC3532FERN47,*166.2969673705800,-58.7773701,0.9843,-14.97,-0.00005,-14.97,,,13.075,12.602,12.298,12.50331,11.993,,,2,0
239,339.63Cl*NGC3532FERN242,*166.4461413733000,-58.61358013,2.0837,8.86,0.00003,8.86,,,12.76,12.18,,12.049384,,,,8,0
240,339.912MASSJ11045659-5841503,*166.2358070322400,-58.69730681,2.1227,6.55,0.000022,6.55,,,18.501,17.09,16.18,16.452003,15.321,,,4,0
241,340.402MASSJ11052073-5837185,*166.3363780395200,-58.62182857,1.5024,,,,,,,,,14.437863,,,,1,0
242,340.682MASSJ11061964-5840005,*166.5818398740100,-58.66683575,2.0954,27.74,0.000093,27.74,,,18.993,17.536,16.557,16.74786,15.565,,,1,0
243,341.29CPD-583107,*166.5977830530300,-58.69507672,2.0018,,,,,,9.374,9.273,9.238,9.293998,9.203,A1V,,15,0
244,343.052MASSJ11053405-5836441,*166.3919007829800,-58.61224878,0.5946,,,,,,,,,14.436605,,,,1,0
245,343.112MASSJ11061995-5844489,*166.5831070826100,-58.74689501,2.0787,,,,,,,,,13.866836,,,,5,0
246,343.52[CLH2011b]188902,*166.4078868198700,-58.61135395,2.1353,5.41,0.000018,5.41,,,15.779,14.672,13.996,15.142359,13.395,,,4,0
247,343.98Cl*NGC3532FERN102,*166.5947049982900,-58.68275322,2.1061,5.82,0.000019,5.82,,,13.836,13.195,12.842,13.077392,12.502,,,8,0
248,346.18Cl*NGC3532FERN43,*166.2651323542700,-58.76199911,0.8883,-1.42,-0.000005,-1.42,,,,,,11.849123,,,,2,0
249,346.632MASSJ11055837-5847397,*166.4932625236000,-58.79437233,2.1026,3.14,0.00001,3.14,,,17.851,16.461,15.599,15.873018,14.771,,,1,0
250,347.37Cl*NGC3532FERN254,*166.3516651527500,-58.61629182,1.4701,-8.53,-0.000028,-8.53,,,12.888,12.476,12.209,12.41613,11.932,,,2,0
251,348.73GaiaEDR35338662254672703360,*166.2554653436700,-58.7554813,2.0781,,,,,,,,,14.69596,,,,3,0
252,349.94CPD-583106,*166.5858430600900,-58.74833456,2.0837,,,,,,9.873,9.758,9.718,9.774908,9.655,A1V,,21,0
253,351.45[DKM2008]109t,MoC166.2946-58.6325,,,,,,,,,,,,,,,1,0
254,351.85CPD-583042,*166.2533047099900,-58.7552674,2.3985,,,,,,10.37,,,10.385554,,,,3,0
255,352.03Cl*NGC3532FERN61,*166.4043824109900,-58.80424368,0.4806,6.54,0.000022,6.54,,,,,,12.683343,,,,1,0
256,352.89Cl*NGC3532FERN103,*166.6000986293800,-58.6837549,0.5045,49.19,0.000164,49.19,,,13.006,12.56,12.316,12.511614,12.031,,,3,0
257,353.37Cl*NGC3532FERN138,*166.2744619749100,-58.64209833,1.0145,54.9,0.000183,54.91,,,,,,11.048932,,,,2,0
258,353.682MASSJ11054147-5848175,*166.4228161017300,-58.80485821,0.2221,,,,,,,,,14.902377,,,,1,0
259,353.68Cl*NGC3532FERN94,*166.604471-58.69,5125,,,,,,,,,,,,,,1,0
260,354.222MASSJ11060915-5846559,*166.5381519020800,-58.78222146,0.2317,14.9,0.00005,14.9,,,17.635,16.309,15.578,15.873345,14.887,,,1,0
261,354.36Cl*NGC3532FERN41,*166.2440639285800,-58.74741734,2.1272,1.92,0.000006,1.92,,,,,,12.841857,,,,6,0
262,354.49GaiaEDR35338664350617465472,*166.3669209414900,-58.61165676,2.6109,,,,,,,,,20.406321,,,,0,0
263,354.72GaiaEDR35338664346303697920,*166.3664275289000,-58.61166232,1.7735,,,,,,,,,20.138161,,,,1,0
264,354.732MASSJ11052802-5836417,mul166.36678300-58.,61160700,,,,,,,,,,,,,,1,0
265,357.07Cl*NGC3532FERN112,*166.5585345487300,-58.64035439,0.4576,-28.33,-0.000094,-28.33,,,14.16,12.84,12.49,12.399241,,,,1,0
266,357.092MASSJ11045457-5843122,*166.2274114528700,-58.72006104,1.9792,,,,,,,,,13.888062,,,,2,0
267,357.23Cl*NGC3532FERN58,*166.3839046573300,-58.80443176,1.1468,,,,,,,,,13.157265,,,,1,0
268,357.402MASSJ11062533-5843191,*166.6055503767800,-58.7219824,2.0865,5.42,0.000018,5.42,,,14.898,14.074,13.633,13.903183,13.22,,,5,0
269,357.41[CLH2011b]176627,*166.4824023380300,-58.79990655,0.1284,39.36,0.000131,39.36,,,17.77,16.466,15.714,15.984664,14.964,,,1,0
270,357.652MASSJ11053428-5836292,*166.3928354135600,-58.60809447,2.0831,6.86,0.000023,6.86,,,18.772,17.307,16.37,16.627743,15.456,,,4,0
271,358.282MASSJ11050232-5838588,*166.2597034101400,-58.64968539,1.9842,5.82,0.000019,5.82,,,20.01,18.506,17.4,17.409563,16.047,,,6,0
272,359.72CPD-583036,*166.2257367888000,-58.71901639,2.0758,,,,,,9.585,9.443,9.362,9.45067,9.273,,,10,0
273,361.33HD96284,*166.2831359484000,-58.77928573,2.076,6.2,0.000021,6.2,,,9.377,9.317,9.272,9.330296,9.226,A3,,18,0
274,364.16[CLH2011b]179569,*166.4644071914900,-58.60860679,0.1877,113.61,0.000379,113.63,,,17.088,15.688,14.875,15.150918,14.071,,,1,0
275,365.772MASSJ11052075-5847577,*166.3364686224000,-58.79936233,2.4281,,,,,,,,,14.233187,,,,3,0
276,367.012MASSJ11045289-5842176,*166.2204275680400,-58.70490075,2.0913,,,,,,,,,14.186152,,,,5,0
277,367.42GaiaEDR35338664518099363200,*166.2671110428800,-58.64055805,1.9424,,,,,,,,,17.700487,,,,3,0
278,369.81HD96245,*166.2351890666700,-58.66596806,2.1332,5.2,0.000017,5.2,,,8.297,8.267,8.298,8.345017,8.297,A0,,33,0
279,370.41[CLH2011b]168396,*166.5296937908500,-58.62221766,0.4599,32.7,0.000109,32.7,,,17.35,16.142,15.488,15.791629,14.88,,,1,0
280,370.65Cl*NGC3532FERN64,*166.4225918937400,-58.80958035,0.4658,,,,,,,,,12.20419,,,,1,0
281,370.74Cl*NGC3532FERN48,*166.2899709675900,-58.78594267,0.0836,,,,,,13.49,13.09,13.02,12.953565,,,,1,0
282,371.10Cl*NGC3532FERN82,*166.5592431350700,-58.77845001,0.5494,-1.6,-0.000005,-1.6,,,,,,12.454376,,,,1,0
283,372.03CPD-583111,*166.6154941128300,-58.70313478,2.0708,,,,,,10.774,10.551,10.467,10.56377,10.371,A5V,,12,0
284,372.40Cl*NGC3532FERN45,*166.2780941272500,-58.7810367,1.9643,-2.29,-0.000008,-2.29,,,12.763,12.308,12.023,12.228726,11.741,,,2,0
285,373.26CD-583819,*166.6094258339600,-58.67987767,2.0731,,,,,,9.885,9.759,9.735,9.791699,9.696,B8/9,,13,0
286,374.55GaiaEDR35338661395677860096,*166.3133706542800,-58.79584905,2.2361,,,,,,,,,19.210899,,,,1,0
287,374.68GaiaEDR35338663074993362176,*166.2223682253900,-58.6813838,2.1611,,,,,,,,,16.75942,,,,3,0
288,374.74NGC3532137,*166.5450578922000,-58.78665867,2.0213,8.49,0.000028,8.49,,,11.929,11.559,11.341,11.496684,11.102,,,8,0
289,375.062MASSJ11051518-5847455,mul166.31327500-58.,79598200,,,,,,,,,,,,,,1,0
290,376.22Cl*NGC3532FERN68,*166.4751625101700,-58.80666984,1.1803,-2.19,-0.000007,-2.19,,,12.772,12.301,11.992,12.222581,11.678,,,2,0
291,376.472MASSJ11055705-5836318,*166.4877498795000,-58.6088466,2.1212,4.09,0.000014,4.09,,,18.676,17.197,16.277,16.538477,15.385,,,5,0
292,376.722MASSJ11060965-5847217,*166.5402534306300,-58.7893666,0.4198,-4.33,-0.000014,-4.33,,,16.67,15.46,14.756,15.077404,14.078,,,1,0
293,376.96Cl*NGC3532FERN60,*166.4077264018100,-58.81127397,0.5705,,,,,,,,,12.58017,,,,1,0
294,376.98GaiaEDR35338661395707764864,*166.3126771667400,-58.79641889,0.2422,,,,,,,,,18.44944,,,,0,0
295,377.56GaiaEDR35340161159586164608,*166.6122974536000,-58.68085588,2.0731,,,,,,,,,14.903825,,,,3,0
296,378.07Cl*NGC3532FERN149,*166.2201315105400,-58.68216052,2.0981,7.26,0.000024,7.26,,,13.617,13.027,12.677,12.898137,12.351,,,8,0
297,381.11[W71b]066-03,C*166.5182562053400,-58.61493231,0.0478,,,,,,16.7,15.5,,13.362889,,C,,4,0
298,381.35Cl*NGC3532FERN70,*166.5065881153800,-58.80177599,1.1352,,,,,,,,,13.070972,,,,2,0
299,381.85HD96227,*166.2298359313400,-58.74961594,2.0733,-4.6,-0.000015,-4.6,,,8.169,8.167,8.162,8.19431,8.147,A2V,,31,0
300,382.41GaiaEDR35338664694243011968,*166.2415458156359,-58.65192479,2.1137,,,,,,,,,17.499138,,,,1,0
301,382.51GaiaEDR35338662632629739904,*166.2129885484400,-58.71667458,2.321,,,,,,,,,17.57535,,,,3,0
302,382.92GaiaEDR35338664522415647616,*166.2626107578300,-58.63668141,,,,,,,,,,19.596075,,,,0,0
303,383.76Cl*NGC3532FERN257,*166.3115251843000,-58.61516044,2.0851,,,,,,,,,13.202737,,,,7,0
304,384.732MASSJ11050290-5838103,mul166.26211600-58.,63621500,,,,,,,,,,,,,,1,0
305,384.79GaiaEDR35338664518102378880,*166.2620914288900,-58.63620384,2.1121,,,,,,,,,18.446344,,,,1,0
306,385.162MASSJ11054435-5848477,*166.4347978971000,-58.81324267,0.7183,9.26,0.000031,9.26,,,14.986,14.082,13.582,13.864677,13.111,,,1,0
307,385.77Cl*NGC3532FERN109,*166.6043835246300,-58.6623528,2.1227,,,,,,,,,13.054275,,,,6,0
308,386.532MASSJ11045805-5845509,*166.2419226055700,-58.76414011,2.0877,6.36,0.000021,6.36,,,19.627,18.16,17.161,17.269114,16.028,,,6,0
309,387.002MASSJ11045059-5841440,*166.2108434375200,-58.69556646,2.0638,3.58,0.000012,3.58,,,,,,11.809279,,,,5,0
310,387.55Cl*NGC3532FERN220,*166.6199409728600,-58.68582281,0.4567,4.64,0.000015,4.64,,,,13,,11.634069,,,,1,0
311,387.58Cl*NGC3532FERN44,*166.2537349599800,-58.77331928,2.2173,0.8,0.000003,0.8,,,13.986,13.161,12.685,12.97166,12.276,,,2,0
312,388.17Cl*NGC3532AR136,*166.5828576571400,-58.77138548,0.4161,,,,,,,,,13.371469,,,,1,0
313,388.33[CLH2011b]219157,*166.2148922782600,-58.68130228,2.0813,2.24,0.000007,2.24,,,15.276,14.397,13.896,14.176744,13.426,,,2,0
314,390.44CD-583774,*166.2089071924300,-58.7176689,1.532,27.19,0.000091,27.19,,,9.548,7.901,7.072,7.329117,6.225,,,13,0
315,390.62Cl*NGC3532FERN59,*166.3942285336800,-58.81454622,0.8262,,,,,,,,,13.239862,,,,1,0
316,391.34CPD-583105,*166.5640258149500,-58.78393938,2.2141,,,,,,11.34,11.04,10.87,11.010052,10.702,,,7,0
317,392.19HD96386,*166.4190358795300,-58.59773071,2.0238,,,,,,9.928,9.83,9.779,9.850148,9.721,A0,,21,0
318,392.352MASSJ11053989-5835517,*166.4162128331800,-58.59768194,2.075,,,,,,,,,13.839609,,,,4,0
319,393.492MASSJ11045061-5843474,*166.2109469902400,-58.72983488,2.0837,,,,,,,,,13.527909,,,,5,0
320,393.822MASSJ11044967-5841472,*166.2070085460600,-58.69645939,2.0657,7.16,0.000024,7.16,,,,,,12.675385,,,,5,0
321,394.312MASSJ11055734-5848345,LP?166.4889293422092,-58.80958637,,,,,,,,,,13.738096,,,,1,0
322,395.43[CLH2011b]160191,*166.5774032690500,-58.77814455,0.4224,-25.88,-0.000086,-25.88,,,16.509,15.34,14.675,14.957962,14.038,,,1,0
323,395.68Cl*NGC3532FERN110,*166.5840463615100,-58.63953012,0.4756,,,,,,,,,11.720064,,,,1,0
324,397.972MASSJ11045607-5839014,*166.2336111564100,-58.65040326,2.0893,,,,,,,,,17.12175,,,,2,0
325,398.06[CLH2011b]150134,*166.6289338164200,-58.69847248,2.084,4.8,0.000016,4.8,,,14.538,13.793,13.387,13.65218,13.01,,,4,0
326,400.72HD96544,V*166.6220302297500,-58.67502407,2.0997,3.58,0.000012,3.58,,,7.31,6.03,,5.682478,,K2II/III,,31,0
327,401.04Cl*NGC3532FERN247,*166.3836830453600,-58.59659528,0.2587,57.81,0.000193,57.82,,,13.813,12.993,12.464,12.674968,11.848,,,3,0
328,401.212MASSJ11063145-5842422,*166.6310216649000,-58.71173211,2.096,,,,,,,,,16.04533,,,,5,0
329,401.70Cl*NGC3532FERN158,*166.2054958864700,-58.7273288,1.88,20.86,0.00007,20.86,,,,,,12.726742,,,,2,0
330,403.07GaiaEDR35340162125992508800,*166.5873892720800,-58.63842667,2.0742,,,,,,,,,16.893568,,,,3,0
331,403.32CPD-574233,*166.3558114678400,-58.59919892,2.123,,,,,,10.827,10.605,10.494,10.606189,10.374,,,10,0
332,404.452MASSJ11045300-5845164,*166.2208756309200,-58.75456093,0.1943,79.8,0.000266,79.81,,,17.156,15.907,15.185,15.462588,14.484,,,1,0
333,404.87[CLH2011b]170575,*166.5176168174400,-58.80619749,0.1583,43.16,0.000144,43.16,,,17.921,16.462,15.638,15.916188,14.849,,,1,0
334,405.202MASSJ11062573-5845373,*166.6072319351500,-58.76038715,2.036,5.14,0.000017,5.14,,,18.947,17.463,16.505,16.69467,15.463,,,2,0
335,405.262MASSJ11053571-5849079,*166.3988018490000,-58.81885782,2.0781,,,,,,,,,14.124236,,,,4,0
336,405.892MASSJ11045880-5838160,*166.2450046534600,-58.6377741,1.9407,5.86,0.00002,5.86,,,19.908,18.462,17.396,17.467251,16.137,,,4,0
337,405.952MASSJ11050362-5837336,*166.2651222342600,-58.62601073,0.4038,,,,,,,,,14.015317,,,,1,0
338,406.092MASSJ11055984-5836085,*166.4994031465600,-58.60239846,2.2563,,,,,,,,,18.960867,,,,1,0
339,408.17IRAS11038-5832,IR166.4912-58.8132,,,,,,,,,,,,,,,0,0
340,408.922MASSJ11062096-5838087,*166.5873525143600,-58.63576972,0.9046,18.43,0.000061,18.43,,,13.459,12.931,12.647,12.827628,12.34,,,1,0
341,409.03CPD-574245,*166.4528882824400,-58.59462118,2.0608,9.78,0.000033,9.78,,11.43,11.573,11.238,11.051,11.204371,10.854,,,10,0
342,409.262MASSJ11044888-5843593,*166.2037309739600,-58.73312918,2.5614,,,,,,,,,13.357801,,,,1,0
343,409.60Cl*NGC3532FERN111,*166.5879-58.6358,,,,,,,,,,,,,,,1,0
344,409.61[CLH2011b]211737,*166.2651168181100,-58.62459903,1.9124,7.01,0.000023,7.01,,,14.151,13.397,12.932,13.266315,12.46,,,1,0
345,410.422MASSJ11052365-5835541,*166.3486243532800,-58.59829581,2.101,,,,,,,,,16.87672,,,,1,0
346,411.05GSC08627-02833,X166.26454-58.624,33,,,,,,,,12.46,,,,,,1,0
347,411.97[S2000d]NGC35327,X166.2642-58.6242,,,,,,,,,,,,,,,1,0
348,412.27CPD-583086B,*166.4788220035200,-58.81655482,2.3109,,,,,,9.909,9.732,9.623,9.731092,9.482,A2V,,15,0
349,412.48[CLH2011b]198657,*166.3474366127700,-58.81547397,0.2824,14.76,0.000049,14.76,,,17.122,15.766,15.024,15.313568,14.304,,,1,0
350,413.08Cl*NGC3532FERN214,*166.6210166974700,-58.75041363,2.0889,6.06,0.00002,6.06,,,12.693,12.178,11.872,12.112465,11.564,,,6,0
351,413.702MASSJ11051853-5848425,*166.3272679251400,-58.81181362,0.6961,55.62,0.000186,55.63,,,15.992,14.94,14.346,14.652308,13.802,,,1,0
352,414.642MASSJ11045385-5838580,*166.2243907828300,-58.64944027,1.9523,9.67,0.000032,9.67,,,19.015,17.516,16.606,16.796665,15.573,,,5,0
353,415.15Cl*NGC3532FERN53,*166.2944089414600,-58.80298328,0.4653,,,,,,,,,13.010719,,,,1,0
354,415.50Cl*NGC3532FERN55,*166.3133624532200,-58.80889235,2.1183,4.54,0.000015,4.54,,,,,,12.575594,,,,8,0
355,416.142MASSJ11045989-5846590,*166.2495134258800,-58.78308797,2.0845,2.79,0.000009,2.79,,,20.708,19.214,18.102,18.13739,16.746,,,1,0
356,417.30Cl*NGC3532FERN69,*166.5048205788300,-58.81318532,1.2493,,,,,,,,,12.649175,,,,2,0
357,417.332MASSJ11054320-5835275,*166.4300032221900,-58.5909494,2.067,5.46,0.000018,5.46,,,18.384,17.012,16.124,16.250362,15.236,,,5,0
358,418.40CD-573699,*166.4717255706900,-58.59403041,2.0164,,,,,,11.411,10.983,10.711,10.905085,10.436,,,10,0
359,420.31Cl*NGC3532FERN144,*166.2029026392700,-58.6707514,2.1017,6.13,0.00002,6.13,,,13.703,13.078,12.734,12.966712,12.444,,,6,0
360,420.332MASSJ11062180-5846500,*166.5908760966700,-58.7805715,1.811,,,,,,,,,12.680984,,,,1,0
361,420.73CPD-583110,*166.6139484675500,-58.76301573,1.985,,,,,,9.115,8.955,8.877,8.960463,8.783,A2V,,17,0
362,421.04[S2000d]NGC353215,X166.42904-58.589,89,,,,,,,,,,,,,,2,0
363,422.85CPD-574220,*166.3069702035800,-58.60400085,2.0716,,,,,,11.559,11.232,11.008,11.182725,10.793,,,12,0
364,424.11CPD-583086A,*166.4848322652700,-58.81904591,1.0789,31.61,0.000105,31.61,,,10.71,9.069,8.181,8.412851,7.271,M3,,4,0
365,428.41TYC8627-1541-2,*166.187717-58.70,2450,,,,,,,9.01,8.92,,,,,,0,0
366,428.462MASSJ11063500-5842214,*166.6457954207900,-58.7059666,2.0518,3.51,0.000012,3.51,,,19.713,18.205,17.181,17.332651,16.045,,,4,0
367,428.48HD96213,**166.187675-58.70,2519,,,,,,,8.212,8.161,8.148,,8.189,B9.5III,,25,0
368,429.632MASSJ11061222-5848128,*166.5509511641000,-58.80357203,0.6583,33.9,0.000113,33.9,,,14.329,13.699,13.329,13.567239,12.973,,,1,0
369,429.97Cl*NGC3532FERN145,*166.1941109218000,-58.67683138,2.0496,-14.71,-0.000049,-14.71,,,12.41,11.98,11.93,11.885247,,,,7,0
370,430.062MASSJ11045607-5846450,*166.2336621513100,-58.77915404,2.0785,,,,,,,,,14.608756,,,,2,0
371,431.692MASSJ11045086-5845439,*166.2118569945900,-58.76216367,2.1866,6.52,0.000022,6.52,,,18.46,17.083,16.178,16.458715,15.29,,,2,0
372,431.852MASSJ11050409-5847535,*166.2670981147900,-58.79815488,1.0899,,,,,,,,,13.644609,,,,1,0
373,432.88IRAS11041-5820,*166.5715528517800,-58.61739363,0.0423,31.21,0.000104,31.21,,,13.42,10.77,9.89,8.791778,,M4,,5,0
374,432.93[FRP2000]34,X166.21175-58.762,81,,,,,,,,,,,,,,1,0
375,433.80GaiaEDR35338658165892353920,*166.3873261014400,-58.82620117,1.9792,,,,,,,,,17.300203,,,,4,0
376,434.05CPD-574246,*166.4524315048200,-58.58754055,2.0918,,,,,,10.364,10.198,10.111,10.199553,10.011,,,8,0
377,434.78HD96212,*166.1851277703500,-58.69582174,2.0873,9.7,0.000032,9.7,,,8.72,8.636,8.585,8.642959,8.54,A1III,,16,0
378,434.86CPD-583059,*166.3297239367400,-58.81873067,0.8227,,,,,,11.231,11.11,11.042,11.12366,10.944,,,6,0
379,435.452MASSJ11050728-5848173,*166.2804052953200,-58.80482758,2.6672,51.42,0.000172,51.42,,,14.748,13.824,13.295,13.610413,12.824,,,1,0
380,435.97Cl*NGC3532FERN57,*166.3693624701000,-58.82525927,2.0867,,,,,,13.66,13.11,,12.886455,,,,7,0
381,436.782MASSJ11062353-5846595,*166.5981046169100,-58.783206,1.9262,47.14,0.000157,47.14,,,20.099,18.616,17.593,17.632069,16.298,,,1,0
382,440.02GaiaEDR35340161748035398528,*166.5984862448800,-58.62919993,2.1425,,,,,,,,,17.586386,,,,4,0
383,441.922MASSJ11063633-5841326,*166.6513526121100,-58.69242467,2.0924,,,,,,,,,13.960544,,,,5,0
384,441.98CD-573689,*166.1992030805500,-58.658746,2.1222,,,,,,10.802,10.531,10.447,10.580722,10.374,kA2hA6/7mA9,,17,0
385,442.072MASSJ11045223-5838259,*166.2176463053400,-58.64053961,2.0772,,,,,,,,,15.162371,,,,5,0
386,442.75[CLH2011b]191422,*166.3920092520500,-58.58435142,0.2936,10.65,0.000036,10.65,,,17.988,16.418,15.502,15.780775,14.654,,,1,0
387,443.812MASSJ11044325-5843021,*166.1801576685500,-58.71720841,2.3789,,,,,,,,,19.332621,,,,1,0
388,443.81CPD-574221A,*166.3092909802500,-58.59676703,2.186,,,,,,,,,11.14582,,,,4,0
389,443.98Cl*NGC3532FERN227,*166.6207367578500,-58.64378488,0.4095,,,,,,,,,13.397034,,,,1,0
390,444.09CPD-574221,**166.309050900-58,0.5967456,,,,,,,11.56,11.195,10.98,,10.708,F2?V?,,12,0
391,444.46GaiaEDR35340160919067943040,*166.6540576922200,-58.71310126,2.0758,,,,,,,,,17.153984,,,,3,0
392,444.57CPD-574221B,*166.3086487669600,-58.59670046,2.0358,,,,,,,,,11.441069,,,,3,0
393,445.272MASSJ11053167-5835036,*166.3819977016400,-58.58430412,0.4051,13.65,0.000046,13.65,,,17.966,16.557,15.717,15.978997,14.904,,,1,0
394,446.93MGPSJ110538-584950,Rad166.41092-58.830,78,,,,,,,,,,,,,,1,0
395,449.282MASSJ11061495-5836268,*166.5622825237700,-58.60748139,1.7066,23.66,0.000079,23.66,,,20.938,19.445,18.268,18.189724,16.749,,,1,0
396,450.83Cl*NGC3532FERN142,*166.2067499500900,-58.64524345,2.189,6.4,0.000021,6.4,,,13.276,12.632,12.25,12.551899,11.946,,,2,0
397,450.90Cl*NGC3532FERN52,*166.2746944325700,-58.80798587,0.2039,8.83,0.000029,8.83,,,,,,11.737942,,,,1,0
398,451.21Cl*NGC3532FERN71,*166.5266891010700,-58.81826153,0.4182,-13.33,-0.000044,-13.33,,,,,,11.814115,,,,1,0
